"State: (0, 0)","State: (0, 1)","State: (0, 2)","State: (0, 3)","State: (0, 4)","State: (0, 5)","Wall: (1, 0)","State: (1, 1)","State: (1, 2)","State: (1, 3)","Wall: (1, 4)","State: (1, 5)","State: (2, 0)","State: (2, 1)","State: (2, 2)","State: (2, 3)","Wall: (2, 4)","State: (2, 5)","State: (3, 0)","State: (3, 1)","State: (3, 2)","State: (3, 3)","Wall: (3, 4)","State: (3, 5)","State: (4, 0)","Wall: (4, 1)","State: (4, 2)","State: (4, 3)","State: (4, 4)","State: (4, 5)","State: (5, 0)","State: (5, 1)","State: (5, 2)","State: (5, 3)","State: (5, 4)","State: (5, 5)",
1.0,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,-0.03999999910593033,0.0,-1.0,-0.03999999910593033,-0.03999999910593033,0.0,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,0.0,-0.03999999910593033,-0.03999999910593033,1.0,-0.03999999910593033,-1.0,0.0,-0.03999999910593033,-0.03999999910593033,0.0,1.0,-0.03999999910593033,-1.0,-0.03999999910593033,1.0,-1.0,-0.03999999910593033,1.0,-0.03999999910593033,-0.03999999910593033,
1.0,0.8057225402034549,0.6524380707638481,0.5297554172791504,0.48072911614334035,0.40303934091369764,0.3659564286075871,-1.0,-0.5952748701669969,-0.32143941443060525,-0.16633505774914922,0.04523253008318083,0.8392533232476888,0.6547794294200256,0.32769341987246825,0.253612466919095,0.22717350647408247,-0.06428447067459479,0.17654774982576688,0.44648152516374756,0.4471215525219993,0.23537658072776224,0.2340286760724595,0.0077864870716503835,0.15201810674303476,0.2045492756310779,0.8422525249569989,0.7448282385104888,0.4754030704791556,0.4191258782734092,0.8478160933627167,0.5473286928668203,0.5488279588336984,0.7750734888741951,0.708912003055541,0.6447875581393172,
1.0,0.9324388433592871,0.8809576688368046,0.8311557374590595,0.7844606506916907,0.7311782180251064,0.9375478170059754,0.7577104887453227,0.835723725373008,0.8040039053697532,0.7556484477383045,0.6839863808708634,0.8887541451507917,0.8574398418863353,0.7103529049469391,0.684749365201177,0.6498425247596383,0.6366335099181468,0.8568822422198918,0.943707560276542,0.7495378871842769,0.5778300492389785,0.5442043742026673,0.5149218715759986,0.7207042866577897,0.7646743130460097,0.8759418590579662,0.8234825201597826,0.6646328241023813,0.6589098942332482,0.8493618394566086,0.6724443882135828,0.8328493399480762,0.8875984610080854,0.8364152546939696,0.7909154299567321,
1.0,0.9505155771547474,0.9130637258788831,0.8777996695046079,0.8455976971439411,0.8100997748787767,0.9541402881110361,0.826070618048122,0.8796238631369789,0.8569965011972047,0.8386625961781378,0.7789337013633624,0.9035374819829745,0.8368141150739594,0.7497333867370426,0.8245346497738729,0.7973094925042403,0.7482118607469093,0.8429990439300643,0.9296705645841192,0.8905589993506022,0.6530566918807785,0.6165564524572769,0.6375554383932895,0.8119657392914187,0.8999858684606109,0.9110608639831734,0.8109843564791536,0.6922822127519873,0.7322542896251152,0.8968904460106231,0.7662364805437089,0.8239065245247652,0.9038210909138493,0.8595583661737458,0.8251273733048134,
1.0,0.9589173548593686,0.9272651889961221,0.8973946469099059,0.8702234295022194,0.840362035119384,0.9617440459253674,0.8594246018294023,0.8988225351071323,0.8790654606846194,0.862694847447161,0.8141686597923662,0.9090717316003212,0.8542302943114861,0.7691201944935955,0.8487858300825171,0.8257151828573684,0.7884242394052595,0.8603485967910673,0.9280579950711909,0.8945018652714042,0.8119731184813382,0.7045070524537889,0.7630241359490821,0.8336397302739583,0.9034361481140819,0.9182743959215834,0.8902251343191234,0.7488534567581705,0.7734287952194332,0.9128927094287768,0.8093052999155004,0.8482453318375852,0.9101443069085449,0.8740143308473011,0.8450131934234741,
1.0,0.96409829085163,0.9360092590888366,0.9094370901807182,0.8853231169480109,0.8588017817822637,0.9664315334951328,0.8800114343409666,0.910636475260445,0.8926231960943019,0.8774404478594258,0.8355335739532468,0.9121462411045785,0.8698444226614598,0.8368621232731709,0.8697843980658347,0.8489826183158148,0.8126548227176612,0.8717518294849994,0.9271538644999869,0.9029375276761241,0.8340933754194398,0.8150187465719742,0.7901595209450131,0.8566508938237453,0.9069988676248247,0.9304327007002887,0.90486615623386,0.826517199176091,0.8134693797054593,0.9218743890721325,0.8347288830445287,0.9049290714902876,0.9268077785279438,0.8984946813987779,0.8722162195030869,
1.0,0.9676161493949765,0.9419462944007659,0.9176133172183714,0.895574527211392,0.8713182094279261,0.9696143209132974,0.8939901768445007,0.9186577807124624,0.901828155154032,0.8874516405992341,0.8500330955471164,0.9140471520805992,0.8739590622525967,0.8529752030938281,0.8807771990185622,0.8616182488853834,0.8290951402461906,0.875767842116909,0.9193157627728371,0.8731079752675651,0.8195540052270271,0.8051416113269063,0.7772635942129827,0.8717448734356251,0.8777172620179131,0.9212367164077937,0.8974185183434159,0.83096647648457,0.8286727242245454,0.9274333264911496,0.8514564613765057,0.8811645278966027,0.9258786116263591,0.8996875153626744,0.8764502903941328,
1.0,0.9701592808912528,0.9462382951217617,0.9235240691631638,0.9029854610666872,0.8803665196424869,0.9719152223908107,0.9040956981511652,0.9244565401365259,0.9084825961419587,0.8946889194440291,0.860514969550819,0.9137329274654069,0.8997649218143614,0.8669048625218291,0.8889708323861142,0.8709805948751868,0.840979961645522,0.8787089161269046,0.9182463262175219,0.9000374379361892,0.8000321079601526,0.7831687692449352,0.8217146709387323,0.8822022239020746,0.9031339800368257,0.921911197350925,0.8777258198333714,0.8160009280955047,0.8308595303800772,0.9309981390121354,0.863099747366957,0.8844537701097704,0.9231071206981907,0.8964259073278038,0.8746402483508237,
1.0,0.9720821423303823,0.9494834763422165,0.9279931879113921,0.9085888670341489,0.8872079448551464,0.9736549337355845,0.9117364817384959,0.9288409814044502,0.913514018058131,0.9001610249247994,0.8684403112700662,0.9206673733478619,0.9066451720654082,0.8761724412025333,0.8950267275512584,0.877921799404028,0.8499660701494369,0.8844424857822148,0.9190108149679493,0.902061099661558,0.8524201519566489,0.7958081791019902,0.8317809113390984,0.8897195692391835,0.885910285972798,0.9211901071141531,0.8795690675627204,0.8231479324964925,0.8355158792064672,0.9333045120984677,0.8715180492221318,0.8857356174594975,0.9200305210883488,0.895114147084473,0.8745977547901163,
1.0,0.9735859107785594,0.9520213613022831,0.9314882498144607,0.912970995104426,0.8925582624243965,0.9750154701610607,0.9177119353234244,0.9322698215200167,0.9174488275915023,0.9044404698148409,0.8746383027182639,0.9256214643883072,0.9120954672552465,0.8834285239025979,0.8997650616853028,0.8833551964958635,0.8569936312897651,0.9090939395827831,0.925478418754459,0.9082749083701102,0.8635403416591477,0.8458626366537585,0.8396202970659253,0.8952597730640625,0.9107342350659933,0.9208790345656476,0.9023635446388364,0.8306142518391021,0.8391507957734405,0.9347699026998998,0.8777665579527758,0.8862402141740293,0.9170795278497382,0.8938117550156044,0.8743196627706059,
1.0,0.9747932560895687,0.954058977871587,0.9342943644163628,0.9164893172132597,0.8968539243243722,0.9761078173743206,0.922509506302976,0.9350227679864221,0.9206080066828906,0.9078763496724689,0.879614544852451,0.9293584443397254,0.9163032242323269,0.8892376300640401,0.9035677187498369,0.8877163069950968,0.8626359181720927,0.9135264285825498,0.929367537789411,0.9125755819606775,0.8704983664655378,0.855440367071576,0.8459143350259207,0.8994098620424908,0.9147670526656196,0.9253032059997652,0.9071383184594185,0.8593206649401945,0.8496011065601792,0.935648769978945,0.8824885988259104,0.9083253514922184,0.9212598418285141,0.9008253519517551,0.8818149344675179,
